Case,Activity,Timestamp,Complete Timestamp,Resource
153.0,Credit Check,2025-01-03 13:04:35,2025-01-03 13:48:48,Credit Analyst 1
153.0,Risk Assessment,2025-01-03 13:52:00,2025-01-03 14:36:03,Risk Analyst 1
153.0,Approval Decision,2025-01-03 14:38:15,2025-01-03 15:11:31,Manager 1
153.0,Loan Agreement Preparation,2025-01-03 15:12:06,2025-01-03 15:46:31,Legal Advisor 1
153.0,Loan Disbursement,2025-01-03 15:56:26,2025-01-03 16:08:03,Bank Teller 1
153.0,Case Closure,2025-01-03 16:18:03,2025-01-03 16:27:06,Loan Officer 1
154.0,Application Receipt,2025-01-03 12:24:24,2025-01-03 12:43:01,Loan Officer 1
154.0,Document Verification,2025-01-03 12:43:34,2025-01-03 12:57:14,Clerk 1
154.0,Credit Check,2025-01-03 13:07:12,2025-01-03 14:01:38,Credit Analyst 1
154.0,Risk Assessment,2025-01-03 14:09:37,2025-01-03 15:08:37,Risk Analyst 1
154.0,Approval Decision,2025-01-03 15:12:10,2025-01-03 15:43:20,Manager 1
154.0,Loan Agreement Preparation,2025-01-03 15:45:05,2025-01-03 16:13:44,Legal Advisor 1
154.0,Loan Disbursement,2025-01-03 16:19:39,2025-01-03 16:42:20,Bank Teller 1
154.0,Case Closure,2025-01-03 16:51:28,2025-01-03 16:57:07,Loan Officer 1
155.0,Application Receipt,2025-01-03 12:48:25,2025-01-03 13:01:02,Loan Officer 1
155.0,Document Verification,2025-01-03 13:10:54,2025-01-03 13:38:55,Clerk 1
155.0,Credit Check,2025-01-03 13:47:44,2025-01-03 14:27:25,Credit Analyst 1
155.0,Risk Assessment,2025-01-03 14:32:20,2025-01-03 15:12:45,Risk Analyst 1
155.0,Approval Decision,2025-01-03 15:13:39,2025-01-03 15:39:07,Manager 1
155.0,Loan Agreement Preparation,2025-01-03 15:44:22,2025-01-03 16:36:22,Legal Advisor 1
155.0,Loan Disbursement,2025-01-03 16:36:22,2025-01-03 16:59:17,Bank Teller 1
155.0,Case Closure,2025-01-03 17:00:35,2025-01-03 17:09:36,Loan Officer 1
156.0,Application Receipt,2025-01-03 13:16:47,2025-01-03 13:37:03,Loan Officer 1
156.0,Document Verification,2025-01-03 13:46:14,2025-01-03 14:17:41,Clerk 1
,Credit Check,2025-01-03 14:25:26,2025-01-03 15:29:00,Credit Analyst 1
156.0,Risk Assessment,2025-01-03 15:38:36,2025-01-03 16:02:18,Risk Analyst 1
156.0,Approval Decision,2025-01-03 16:06:02,2025-01-03 16:36:39,Manager 1
156.0,Loan Agreement Preparation,2025-01-03 16:37:40,2025-01-03 17:19:05,Legal Advisor 1
156.0,Loan Disbursement,2025-01-03 17:22:06,2025-01-03 17:44:01,Bank Teller 1
156.0,Case Closure,2025-01-03 17:53:30,2025-01-03 18:04:50,Loan Officer 1
157.0,Application Receipt,2025-01-03 13:46:00,2025-01-03 14:07:02,Loan Officer 1
,Document Verification,2025-01-03 14:16:19,2025-01-03 14:43:55,Clerk 1
157.0,Credit Check,2025-01-03 14:51:47,2025-01-03 15:44:28,Credit Analyst 1
157.0,Risk Assessment,2025-01-03 15:46:13,2025-01-03 16:39:22,Risk Analyst 1
157.0,Approval Decision,2025-01-03 16:42:26,2025-01-03 17:06:15,Manager 1
157.0,Loan Agreement Preparation,2025-01-03 17:13:33,2025-01-03 17:53:43,Legal Advisor 1
,Loan Disbursement,2025-01-03 18:03:12,2025-01-03 18:27:56,Bank Teller 1
157.0,Case Closure,2025-01-03 18:37:52,2025-01-03 18:46:55,Loan Officer 1
,Application Receipt,2025-01-03 13:56:39,2025-01-03 14:14:25,Loan Officer 1
,Document Verification,2025-01-03 14:20:04,2025-01-03 14:48:56,Clerk 1
158.0,Credit Check,2025-01-03 14:58:18,2025-01-03 16:00:53,Credit Analyst 1
158.0,Risk Assessment,2025-01-03 16:03:16,2025-01-03 16:56:03,Risk Analyst 1
158.0,Approval Decision,2025-01-03 17:05:52,2025-01-03 17:37:02,Manager 1
158.0,Rejection Notification,2025-01-03 17:37:55,2025-01-03 17:53:21,Clerk 1
,Case Closure,2025-01-03 18:00:26,2025-01-03 18:06:25,Loan Officer 1
159.0,Application Receipt,2025-01-03 14:11:57,2025-01-03 14:20:33,Loan Officer 1
,Document Verification,2025-01-03 14:23:07,2025-01-03 14:53:26,Clerk 1
159.0,Credit Check,2025-01-03 14:57:17,2025-01-03 15:47:40,Credit Analyst 1
159.0,Risk Assessment,2025-01-03 15:55:00,2025-01-03 16:55:23,Risk Analyst 1
159.0,Collateral Evaluation,2025-01-03 17:00:19,2025-01-03 18:22:18,Appraiser 1
,Approval Decision,2025-01-03 18:26:05,2025-01-03 18:48:26,Manager 1
159.0,Loan Agreement Preparation,2025-01-03 18:53:13,2025-01-03 19:36:54,Legal Advisor 1
159.0,Loan Disbursement,2025-01-03 19:45:33,2025-01-03 20:01:06,Bank Teller 1
159.0,Case Closure,2025-01-03 20:02:44,2025-01-03 20:09:01,Loan Officer 1
160.0,Application Receipt,2025-01-03 14:38:52,2025-01-03 14:55:22,Loan Officer 1
160.0,Document Verification,2025-01-03 14:57:04,2025-01-03 15:26:08,Clerk 1
160.0,Credit Check,2025-01-03 15:29:53,2025-01-03 16:18:11,Credit Analyst 1
160.0,Risk Assessment,2025-01-03 16:27:09,2025-01-03 16:54:39,Risk Analyst 1
160.0,Collateral Evaluation,2025-01-03 16:55:35,2025-01-03 18:02:41,Appraiser 1
160.0,Approval Decision,2025-01-03 18:07:30,2025-01-03 18:27:54,Manager 1
160.0,Loan Agreement Preparation,2025-01-03 18:28:12,2025-01-03 19:18:49,Legal Advisor 1
160.0,Loan Disbursement,2025-01-03 19:27:43,2025-01-03 19:46:39,Bank Teller 1
,Case Closure,2025-01-03 19:48:14,2025-01-03 19:59:52,Loan Officer 1
161.0,Application Receipt,2025-01-03 15:02:49,2025-01-03 15:19:25,Loan Officer 1
161.0,Document Verification,2025-01-03 15:22:05,2025-01-03 15:50:55,Clerk 1
161.0,Credit Check,2025-01-03 15:51:25,2025-01-03 16:50:05,Credit Analyst 1
161.0,Risk Assessment,2025-01-03 16:55:48,2025-01-03 17:38:53,Risk Analyst 1
161.0,Approval Decision,2025-01-03 17:42:30,2025-01-03 18:04:34,Manager 1
161.0,Rejection Notification,2025-01-03 18:08:51,2025-01-03 18:17:37,Clerk 1
161.0,Case Closure,2025-01-03 18:23:37,2025-01-03 18:37:52,Loan Officer 1
162.0,Application Receipt,2025-01-03 15:13:20,2025-01-03 15:35:02,Loan Officer 1
162.0,Document Verification,2025-01-03 15:38:07,2025-01-03 16:15:42,Clerk 1
162.0,Credit Check,2025-01-03 16:19:41,2025-01-03 16:52:04,Credit Analyst 1
162.0,Risk Assessment,2025-01-03 16:52:59,2025-01-03 17:33:59,Risk Analyst 1
162.0,Collateral Evaluation,2025-01-03 17:39:26,2025-01-03 19:26:00,Appraiser 1
,Approval Decision,2025-01-03 19:29:41,2025-01-03 20:06:09,Manager 1
,Loan Agreement Preparation,2025-01-03 20:10:37,2025-01-03 20:54:41,Legal Advisor 1
162.0,Loan Disbursement,2025-01-03 20:56:56,2025-01-03 21:22:31,Bank Teller 1
162.0,Case Closure,2025-01-03 21:25:12,2025-01-03 21:39:50,Loan Officer 1
163.0,Application Receipt,2025-01-03 15:25:02,2025-01-03 15:42:34,Loan Officer 1
163.0,Document Verification,2025-01-03 15:52:16,2025-01-03 16:13:41,Clerk 1
163.0,Credit Check,2025-01-03 16:22:05,2025-01-03 17:03:57,Credit Analyst 1
163.0,Risk Assessment,2025-01-03 17:12:08,2025-01-03 17:41:20,Risk Analyst 1
163.0,Approval Decision,2025-01-03 17:50:00,2025-01-03 18:18:38,Manager 1
,Loan Agreement Preparation,2025-01-03 18:23:23,2025-01-03 19:16:45,Legal Advisor 1
163.0,Loan Disbursement,2025-01-03 19:17:33,2025-01-03 19:33:42,Bank Teller 1
163.0,Case Closure,2025-01-03 19:42:43,2025-01-03 19:51:56,Loan Officer 1
164.0,Application Receipt,2025-01-03 15:51:03,2025-01-03 16:01:27,Loan Officer 1
164.0,Document Verification,2025-01-03 16:02:39,2025-01-03 16:32:52,Clerk 1
164.0,Credit Check,2025-01-03 16:42:43,2025-01-03 17:25:20,Credit Analyst 1
164.0,Risk Assessment,2025-01-03 17:35:03,2025-01-03 18:16:55,Risk Analyst 1
,Approval Decision,2025-01-03 18:21:09,2025-01-03 18:43:14,Manager 1
164.0,Loan Agreement Preparation,2025-01-03 18:53:07,2025-01-03 19:06:33,Legal Advisor 1
164.0,Loan Disbursement,2025-01-03 19:12:50,2025-01-03 19:39:37,Bank Teller 1
164.0,Case Closure,2025-01-03 19:47:57,2025-01-03 19:57:37,Loan Officer 1
165.0,Application Receipt,2025-01-03 16:02:23,2025-01-03 16:26:10,Loan Officer 1
165.0,Document Verification,2025-01-03 16:29:26,2025-01-03 16:57:59,Clerk 1
165.0,Credit Check,2025-01-03 17:06:43,2025-01-03 18:09:49,Credit Analyst 1
,Risk Assessment,2025-01-03 18:17:41,2025-01-03 18:48:59,Risk Analyst 1
165.0,Approval Decision,2025-01-03 18:53:11,2025-01-03 19:13:05,Manager 1
165.0,Loan Agreement Preparation,2025-01-03 19:17:14,2025-01-03 20:10:11,Legal Advisor 1
165.0,Loan Disbursement,2025-01-03 20:17:46,2025-01-03 20:43:06,Bank Teller 1
165.0,Case Closure,2025-01-03 20:52:30,2025-01-03 21:05:56,Loan Officer 1
166.0,Application Receipt,2025-01-03 16:18:07,2025-01-03 16:30:46,Loan Officer 1
166.0,Document Verification,2025-01-03 16:34:53,2025-01-03 16:58:02,Clerk 1
166.0,Credit Check,2025-01-03 17:04:08,2025-01-03 18:03:24,Credit Analyst 1
166.0,Risk Assessment,2025-01-03 18:03:47,2025-01-03 18:42:54,Risk Analyst 1
166.0,Approval Decision,2025-01-03 18:48:59,2025-01-03 19:17:17,Manager 1
166.0,Loan Agreement Preparation,2025-01-03 19:24:13,2025-01-03 20:29:35,Legal Advisor 1
166.0,Loan Disbursement,2025-01-03 20:32:54,2025-01-03 20:55:26,Bank Teller 1
166.0,Case Closure,2025-01-03 20:57:49,2025-01-03 21:07:38,Loan Officer 1
167.0,Application Receipt,2025-01-03 16:28:31,2025-01-03 16:34:31,Loan Officer 1
167.0,Document Verification,2025-01-03 16:37:19,2025-01-03 16:54:59,Clerk 1
167.0,Credit Check,2025-01-03 16:55:58,2025-01-03 17:46:56,Credit Analyst 1
167.0,Risk Assessment,2025-01-03 17:55:38,2025-01-03 18:53:36,Risk Analyst 1
167.0,Approval Decision,2025-01-03 18:58:01,2025-01-03 19:35:09,Manager 1
167.0,Loan Agreement Preparation,2025-01-03 19:43:25,2025-01-03 20:27:09,Legal Advisor 1
167.0,Loan Disbursement,2025-01-03 20:33:36,2025-01-03 20:58:46,Bank Teller 1
167.0,Case Closure,2025-01-03 21:00:38,2025-01-03 21:11:59,Loan Officer 1
168.0,Application Receipt,2025-01-03 16:53:42,2025-01-03 17:15:57,Loan Officer 1
168.0,Document Verification,2025-01-03 17:21:06,2025-01-03 17:54:50,Clerk 1
168.0,Credit Check,2025-01-03 17:59:54,2025-01-03 18:58:37,Credit Analyst 1
168.0,Risk Assessment,2025-01-03 18:59:58,2025-01-03 19:52:12,Risk Analyst 1
168.0,Approval Decision,2025-01-03 19:52:29,2025-01-03 20:07:34,Manager 1
168.0,Rejection Notification,2025-01-03 20:09:29,2025-01-03 20:22:20,Clerk 1
168.0,Case Closure,2025-01-03 20:24:50,2025-01-03 20:29:52,Loan Officer 1
169.0,Application Receipt,2025-01-03 17:22:04,2025-01-03 17:39:11,Loan Officer 1
169.0,Document Verification,2025-01-03 17:45:32,2025-01-03 18:07:02,Clerk 1
169.0,Credit Check,2025-01-03 18:08:17,2025-01-03 19:09:39,Credit Analyst 1
169.0,Risk Assessment,2025-01-03 19:15:35,2025-01-03 19:57:26,Risk Analyst 1
169.0,Approval Decision,2025-01-03 19:59:12,2025-01-03 20:29:41,Manager 1
169.0,Loan Agreement Preparation,2025-01-03 20:33:11,2025-01-03 21:08:31,Legal Advisor 1
169.0,Loan Disbursement,2025-01-03 21:10:09,2025-01-03 21:36:42,Bank Teller 1
169.0,Case Closure,2025-01-03 21:43:36,2025-01-03 21:50:32,Loan Officer 1
170.0,Application Receipt,2025-01-03 17:39:48,2025-01-03 18:02:30,Loan Officer 1
170.0,Document Verification,2025-01-03 18:08:58,2025-01-03 18:35:31,Clerk 1
170.0,Credit Check,2025-01-03 18:42:18,2025-01-03 19:30:49,Credit Analyst 1
170.0,Risk Assessment,2025-01-03 19:31:01,2025-01-03 20:21:13,Risk Analyst 1
170.0,Collateral Evaluation,2025-01-03 20:29:01,2025-01-03 21:59:19,Appraiser 1
170.0,Approval Decision,2025-01-03 22:08:26,2025-01-03 22:32:38,Manager 1
170.0,Loan Agreement Preparation,2025-01-03 22:39:06,2025-01-03 23:23:03,Legal Advisor 1
170.0,Loan Disbursement,2025-01-03 23:25:35,2025-01-03 23:45:12,Bank Teller 1
170.0,Case Closure,2025-01-03 23:53:15,2025-01-04 00:00:34,Loan Officer 1
171.0,Application Receipt,2025-01-03 17:58:16,2025-01-03 18:23:06,Loan Officer 1
171.0,Document Verification,2025-01-03 18:25:37,2025-01-03 18:43:51,Clerk 1
171.0,Credit Check,2025-01-03 18:52:05,2025-01-03 19:45:50,Credit Analyst 1
171.0,Risk Assessment,2025-01-03 19:49:49,2025-01-03 20:39:23,Risk Analyst 1
171.0,Approval Decision,2025-01-03 20:46:01,2025-01-03 21:15:19,Manager 1
171.0,Loan Agreement Preparation,2025-01-03 21:23:45,2025-01-03 21:58:36,Legal Advisor 1
171.0,Loan Disbursement,2025-01-03 22:04:41,2025-01-03 22:29:49,Bank Teller 1
171.0,Case Closure,2025-01-03 22:32:48,2025-01-03 22:43:39,Loan Officer 1
172.0,Application Receipt,2025-01-03 18:21:05,2025-01-03 18:37:00,Loan Officer 1
172.0,Document Verification,2025-01-03 18:44:07,2025-01-03 19:19:22,Clerk 1
172.0,Credit Check,2025-01-03 19:20:52,2025-01-03 20:04:32,Credit Analyst 1
,Risk Assessment,2025-01-03 20:12:12,2025-01-03 21:06:49,Risk Analyst 1
172.0,Approval Decision,2025-01-03 21:14:50,2025-01-03 21:33:26,Manager 1
172.0,Loan Agreement Preparation,2025-01-03 21:39:26,2025-01-03 22:16:23,Legal Advisor 1
172.0,Loan Disbursement,2025-01-03 22:23:36,2025-01-03 22:37:12,Bank Teller 1
172.0,Case Closure,2025-01-03 22:43:45,2025-01-03 22:56:05,Loan Officer 1
173.0,Application Receipt,2025-01-03 18:38:51,2025-01-03 18:53:48,Loan Officer 1
173.0,Document Verification,2025-01-03 18:59:31,2025-01-03 19:34:16,Clerk 1
173.0,Credit Check,2025-01-03 19:36:30,2025-01-03 20:44:27,Credit Analyst 1
173.0,Risk Assessment,2025-01-03 20:49:48,2025-01-03 21:34:32,Risk Analyst 1
173.0,Collateral Evaluation,2025-01-03 21:41:16,2025-01-03 22:28:45,Appraiser 1
173.0,Approval Decision,2025-01-03 22:33:50,2025-01-03 23:05:19,Manager 1
173.0,Rejection Notification,2025-01-03 23:14:05,2025-01-03 23:19:20,Clerk 1
,Case Closure,2025-01-03 23:21:09,2025-01-03 23:32:26,Loan Officer 1
174.0,Application Receipt,2025-01-03 19:05:01,2025-01-03 19:21:13,Loan Officer 1
174.0,Document Verification,2025-01-03 19:28:01,2025-01-03 19:56:15,Clerk 1
174.0,Credit Check,2025-01-03 19:59:48,2025-01-03 20:54:15,Credit Analyst 1
174.0,Risk Assessment,2025-01-03 21:01:42,2025-01-03 21:35:31,Risk Analyst 1
174.0,Approval Decision,2025-01-03 21:38:50,2025-01-03 22:13:43,Manager 1
,Loan Agreement Preparation,2025-01-03 22:16:20,2025-01-03 22:56:00,Legal Advisor 1
174.0,Loan Disbursement,2025-01-03 23:00:42,2025-01-03 23:30:05,Bank Teller 1
174.0,Case Closure,2025-01-03 23:38:45,2025-01-03 23:43:45,Loan Officer 1
175.0,Application Receipt,2025-01-03 19:32:48,2025-01-03 19:42:59,Loan Officer 1
175.0,Document Verification,2025-01-03 19:46:48,2025-01-03 20:16:00,Clerk 1
175.0,Credit Check,2025-01-03 20:24:33,2025-01-03 21:18:22,Credit Analyst 1
175.0,Risk Assessment,2025-01-03 21:19:44,2025-01-03 22:02:53,Risk Analyst 1
175.0,Approval Decision,2025-01-03 22:08:35,2025-01-03 22:39:27,Manager 1
175.0,Rejection Notification,2025-01-03 22:48:31,2025-01-03 22:55:59,Clerk 1
175.0,Case Closure,2025-01-03 23:03:09,2025-01-03 23:13:50,Loan Officer 1
176.0,Application Receipt,2025-01-03 19:52:33,2025-01-03 20:07:18,Loan Officer 1
176.0,Document Verification,2025-01-03 20:10:02,2025-01-03 20:39:27,Clerk 1
176.0,Credit Check,2025-01-03 20:47:04,2025-01-03 21:47:03,Credit Analyst 1
176.0,Risk Assessment,2025-01-03 21:51:57,2025-01-03 22:46:47,Risk Analyst 1
176.0,Approval Decision,2025-01-03 22:54:25,2025-01-03 23:26:28,Manager 1
176.0,Loan Agreement Preparation,2025-01-03 23:32:48,2025-01-04 00:25:03,Legal Advisor 1
176.0,Loan Disbursement,2025-01-04 00:29:05,2025-01-04 00:53:53,Bank Teller 1
176.0,Case Closure,2025-01-04 00:54:16,2025-01-04 01:03:38,Loan Officer 1
177.0,Application Receipt,2025-01-03 20:10:01,2025-01-03 20:26:19,Loan Officer 1
177.0,Document Verification,2025-01-03 20:33:05,2025-01-03 20:58:35,Clerk 1
177.0,Credit Check,2025-01-03 21:04:51,2025-01-03 21:54:59,Credit Analyst 1
177.0,Risk Assessment,2025-01-03 21:58:26,2025-01-03 22:53:48,Risk Analyst 1
177.0,Collateral Evaluation,2025-01-03 22:55:06,2025-01-04 00:05:16,Appraiser 1
177.0,Approval Decision,2025-01-04 00:06:56,2025-01-04 00:37:16,Manager 1
177.0,Loan Agreement Preparation,2025-01-04 00:45:31,2025-01-04 01:28:02,Legal Advisor 1
177.0,Loan Disbursement,2025-01-04 01:35:19,2025-01-04 01:59:16,Bank Teller 1
177.0,Case Closure,2025-01-04 02:05:14,2025-01-04 02:11:57,Loan Officer 1
178.0,Application Receipt,2025-01-03 20:26:52,2025-01-03 20:49:00,Loan Officer 1
,Document Verification,2025-01-03 20:50:53,2025-01-03 21:37:51,Clerk 1
178.0,Credit Check,2025-01-03 21:41:53,2025-01-03 22:23:16,Credit Analyst 1
178.0,Risk Assessment,2025-01-03 22:25:33,2025-01-03 23:04:48,Risk Analyst 1
178.0,Approval Decision,2025-01-03 23:12:08,2025-01-03 23:33:59,Manager 1
178.0,Loan Agreement Preparation,2025-01-03 23:39:53,2025-01-04 00:29:33,Legal Advisor 1
,Loan Disbursement,2025-01-04 00:36:03,2025-01-04 01:00:13,Bank Teller 1
178.0,Case Closure,2025-01-04 01:00:36,2025-01-04 01:12:15,Loan Officer 1
179.0,Application Receipt,2025-01-03 20:37:51,2025-01-03 20:50:42,Loan Officer 1
179.0,Document Verification,2025-01-03 20:57:14,2025-01-03 21:39:22,Clerk 1
179.0,Credit Check,2025-01-03 21:43:33,2025-01-03 22:35:49,Credit Analyst 1
179.0,Risk Assessment,2025-01-03 22:39:37,2025-01-03 23:08:46,Risk Analyst 1
179.0,Approval Decision,2025-01-03 23:10:18,2025-01-03 23:33:19,Manager 1
179.0,Loan Agreement Preparation,2025-01-03 23:40:16,2025-01-04 00:19:29,Legal Advisor 1
179.0,Loan Disbursement,2025-01-04 00:26:06,2025-01-04 00:43:00,Bank Teller 1
179.0,Case Closure,2025-01-04 00:49:38,2025-01-04 00:59:07,Loan Officer 1
180.0,Application Receipt,2025-01-03 21:04:28,2025-01-03 21:24:52,Loan Officer 1
180.0,Document Verification,2025-01-03 21:26:03,2025-01-03 21:58:55,Clerk 1
180.0,Credit Check,2025-01-03 22:00:54,2025-01-03 22:54:38,Credit Analyst 1
180.0,Risk Assessment,2025-01-03 22:56:38,2025-01-03 23:35:38,Risk Analyst 1
180.0,Collateral Evaluation,2025-01-03 23:37:39,2025-01-04 01:31:55,Appraiser 1
180.0,Approval Decision,2025-01-04 01:38:57,2025-01-04 02:03:28,Manager 1
,Rejection Notification,2025-01-04 02:08:26,2025-01-04 02:19:15,Clerk 1
,Case Closure,2025-01-04 02:21:20,2025-01-04 02:33:47,Loan Officer 1
181.0,Application Receipt,2025-01-03 21:27:54,2025-01-03 21:41:26,Loan Officer 1
181.0,Document Verification,2025-01-03 21:48:07,2025-01-03 22:20:11,Clerk 1
181.0,Credit Check,2025-01-03 22:25:18,2025-01-03 23:19:30,Credit Analyst 1
181.0,Risk Assessment,2025-01-03 23:26:44,2025-01-04 00:12:55,Risk Analyst 1
,Approval Decision,2025-01-04 00:15:14,2025-01-04 00:42:58,Manager 1
181.0,Rejection Notification,2025-01-04 00:52:51,2025-01-04 01:01:54,Clerk 1
,Case Closure,2025-01-04 01:02:54,2025-01-04 01:16:07,Loan Officer 1
182.0,Application Receipt,2025-01-03 21:38:41,2025-01-03 21:51:10,Loan Officer 1
182.0,Document Verification,2025-01-03 21:52:07,2025-01-03 22:34:13,Clerk 1
182.0,Credit Check,2025-01-03 22:41:48,2025-01-03 23:54:17,Credit Analyst 1
182.0,Risk Assessment,2025-01-04 00:00:55,2025-01-04 00:46:29,Risk Analyst 1
182.0,Collateral Evaluation,2025-01-04 00:48:11,2025-01-04 02:04:46,Appraiser 1
182.0,Approval Decision,2025-01-04 02:10:59,2025-01-04 02:41:00,Manager 1
182.0,Rejection Notification,2025-01-04 02:49:47,2025-01-04 03:04:23,Clerk 1
182.0,Case Closure,2025-01-04 03:06:13,2025-01-04 03:19:15,Loan Officer 1
183.0,Application Receipt,2025-01-03 22:07:56,2025-01-03 22:27:10,Loan Officer 1
183.0,Document Verification,2025-01-03 22:33:39,2025-01-03 22:52:05,Clerk 1
183.0,Credit Check,2025-01-03 23:00:03,2025-01-04 00:04:06,Credit Analyst 1
183.0,Risk Assessment,2025-01-04 00:04:41,2025-01-04 00:54:45,Risk Analyst 1
183.0,Collateral Evaluation,2025-01-04 01:04:10,2025-01-04 02:45:21,Appraiser 1
183.0,Approval Decision,2025-01-04 02:51:16,2025-01-04 03:21:30,Manager 1
183.0,Loan Agreement Preparation,2025-01-04 03:29:32,2025-01-04 04:11:47,Legal Advisor 1
183.0,Loan Disbursement,2025-01-04 04:15:34,2025-01-04 04:32:44,Bank Teller 1
183.0,Case Closure,2025-01-04 04:36:19,2025-01-04 04:50:48,Loan Officer 1
184.0,Application Receipt,2025-01-03 22:37:24,2025-01-03 22:53:29,Loan Officer 1
184.0,Document Verification,2025-01-03 22:54:37,2025-01-03 23:22:32,Clerk 1
184.0,Credit Check,2025-01-03 23:25:09,2025-01-04 00:17:06,Credit Analyst 1
184.0,Risk Assessment,2025-01-04 00:20:15,2025-01-04 00:56:00,Risk Analyst 1
184.0,Collateral Evaluation,2025-01-04 01:03:41,2025-01-04 02:04:47,Appraiser 1
,Approval Decision,2025-01-04 02:10:33,2025-01-04 02:20:21,Manager 1
184.0,Rejection Notification,2025-01-04 02:27:03,2025-01-04 02:33:46,Clerk 1
184.0,Case Closure,2025-01-04 02:37:09,2025-01-04 02:42:32,Loan Officer 1
185.0,Application Receipt,2025-01-03 23:00:38,2025-01-03 23:14:44,Loan Officer 1
,Document Verification,2025-01-03 23:21:30,2025-01-03 23:40:02,Clerk 1
185.0,Credit Check,2025-01-03 23:45:37,2025-01-04 00:50:48,Credit Analyst 1
185.0,Risk Assessment,2025-01-04 01:00:41,2025-01-04 01:54:12,Risk Analyst 1
185.0,Collateral Evaluation,2025-01-04 01:55:46,2025-01-04 03:35:25,Appraiser 1
185.0,Approval Decision,2025-01-04 03:43:55,2025-01-04 04:16:09,Manager 1
185.0,Loan Agreement Preparation,2025-01-04 04:16:54,2025-01-04 04:45:43,Legal Advisor 1
185.0,Loan Disbursement,2025-01-04 04:50:38,2025-01-04 05:11:23,Bank Teller 1
,Case Closure,2025-01-04 05:11:53,2025-01-04 05:29:49,Loan Officer 1
186.0,Application Receipt,2025-01-03 23:23:30,2025-01-03 23:31:33,Loan Officer 1
186.0,Document Verification,2025-01-03 23:36:01,2025-01-04 00:09:41,Clerk 1
186.0,Credit Check,2025-01-04 00:18:15,2025-01-04 01:02:33,Credit Analyst 1
186.0,Risk Assessment,2025-01-04 01:07:31,2025-01-04 01:49:09,Risk Analyst 1
186.0,Approval Decision,2025-01-04 01:55:41,2025-01-04 02:25:38,Manager 1
186.0,Loan Agreement Preparation,2025-01-04 02:31:12,2025-01-04 03:22:24,Legal Advisor 1
,Loan Disbursement,2025-01-04 03:22:24,2025-01-04 03:48:08,Bank Teller 1
186.0,Case Closure,2025-01-04 03:54:19,2025-01-04 04:06:32,Loan Officer 1
187.0,Application Receipt,2025-01-03 23:43:40,2025-01-04 00:02:17,Loan Officer 1
187.0,Document Verification,2025-01-04 00:02:49,2025-01-04 00:30:29,Clerk 1
,Credit Check,2025-01-04 00:32:43,2025-01-04 01:07:58,Credit Analyst 1
187.0,Risk Assessment,2025-01-04 01:14:10,2025-01-04 01:57:47,Risk Analyst 1
187.0,Collateral Evaluation,2025-01-04 02:02:31,2025-01-04 03:15:02,Appraiser 1
187.0,Approval Decision,2025-01-04 03:16:11,2025-01-04 03:33:14,Manager 1
187.0,Loan Agreement Preparation,2025-01-04 03:40:49,2025-01-04 04:27:26,Legal Advisor 1
187.0,Loan Disbursement,2025-01-04 04:35:44,2025-01-04 05:00:14,Bank Teller 1
187.0,Case Closure,2025-01-04 05:09:53,2025-01-04 05:18:56,Loan Officer 1
188.0,Application Receipt,2025-01-03 23:54:35,2025-01-04 00:14:16,Loan Officer 1
188.0,Document Verification,2025-01-04 00:21:26,2025-01-04 00:50:46,Clerk 1
,Credit Check,2025-01-04 00:56:52,2025-01-04 01:41:15,Credit Analyst 1
188.0,Risk Assessment,2025-01-04 01:43:08,2025-01-04 02:32:11,Risk Analyst 1
188.0,Collateral Evaluation,2025-01-04 02:36:45,2025-01-04 03:58:16,Appraiser 1
188.0,Approval Decision,2025-01-04 04:06:05,2025-01-04 04:30:29,Manager 1
188.0,Loan Agreement Preparation,2025-01-04 04:34:38,2025-01-04 05:14:57,Legal Advisor 1
188.0,Loan Disbursement,2025-01-04 05:24:13,2025-01-04 05:47:42,Bank Teller 1
188.0,Case Closure,2025-01-04 05:55:26,2025-01-04 06:02:01,Loan Officer 1
189.0,Application Receipt,2025-01-04 00:17:45,2025-01-04 00:27:50,Loan Officer 1
189.0,Document Verification,2025-01-04 00:28:19,2025-01-04 00:58:23,Clerk 1
,Credit Check,2025-01-04 01:07:44,2025-01-04 02:05:02,Credit Analyst 1
189.0,Risk Assessment,2025-01-04 02:10:07,2025-01-04 02:40:23,Risk Analyst 1
189.0,Approval Decision,2025-01-04 02:49:36,2025-01-04 03:18:05,Manager 1
189.0,Loan Agreement Preparation,2025-01-04 03:25:23,2025-01-04 04:22:10,Legal Advisor 1
189.0,Loan Disbursement,2025-01-04 04:23:27,2025-01-04 04:38:19,Bank Teller 1
189.0,Case Closure,2025-01-04 04:47:08,2025-01-04 04:59:47,Loan Officer 1
190.0,Application Receipt,2025-01-04 00:35:26,2025-01-04 00:50:41,Loan Officer 1
190.0,Document Verification,2025-01-04 01:00:20,2025-01-04 01:23:57,Clerk 1
190.0,Credit Check,2025-01-04 01:33:39,2025-01-04 02:17:31,Credit Analyst 1
190.0,Risk Assessment,2025-01-04 02:21:38,2025-01-04 03:03:12,Risk Analyst 1
190.0,Approval Decision,2025-01-04 03:10:12,2025-01-04 03:35:09,Manager 1
190.0,Rejection Notification,2025-01-04 03:42:10,2025-01-04 03:49:38,Clerk 1
